Date,Close,High,Low,Open,Volume
2021-06-02,393.6532287597656,394.49613202119497,392.67925421266847,393.690698113344,49097100
2021-06-03,392.1921691894531,393.33474133577215,389.86020964865565,391.3305742743036,58138800
2021-06-04,395.7790832519531,396.0787808468041,392.2577079642942,394.04649047134495,55938800
2021-06-07,395.3951416015625,395.94769302205015,394.45860795719597,395.7697493431614,51555000
2021-06-08,395.47943115234375,396.3504005931343,393.64383318900553,396.256741511377,47134300
2021-06-09,394.8894348144531,396.39726895606424,394.66467586891736,396.3223302537251,48436300
2021-06-10,396.72503662109375,397.6803193100831,394.79577943846573,396.1162954173843,51020100
2021-06-11,397.380615234375,397.4929947063824,395.98518915571566,397.2776102452818,45570800
2021-06-14,398.2703857421875,398.3733907447433,396.24746923944144,397.493046657972,42358500
2021-06-15,397.53985595703125,398.4576407391281,396.65951194675006,398.4201999673124,51508500
2021-06-16,395.3202209472656,397.90506306952614,393.2692384667754,397.68030413045653,80386100
2021-06-17,395.18914794921875,396.1724969552145,392.707339225867,394.9081992562891,90949700
2021-06-18,389.8578796386719,392.592083637559,389.6511670033553,391.896790534333,118676300
2021-06-21,395.43902587890625,395.62695686561256,390.8068166664467,391.6242619775581,72822000
2021-06-22,397.55316162109375,398.389417322035,394.7061817905028,395.42969035743977,57700300
2021-06-23,397.0738830566406,398.4362821372766,396.98932272812436,397.62824210418415,49445400
2021-06-24,399.42291259765625,399.84571427828763,398.9718954640753,399.22560514669493,45110300
2021-06-25,400.84173583984375,401.2927530302253,399.8457646343818,400.17462954356137,58129500
2021-06-28,401.64984130859375,401.81896201755063,400.1652895173382,401.3679734603322,53159600
2021-06-29,401.8659362792969,402.6739765145748,401.33035872377803,402.0350569786464,35970500
2021-06-30,402.2041931152344,402.8807046128434,401.3773425432404,401.40552932754713,64827900
2021-07-01,404.4310607910156,404.5908050283999,402.8995118398092,402.9652905654526,53441000
2021-07-02,407.5223388671875,407.8793906014604,404.51561458575566,405.5961749418704,57697700
2021-07-06,406.77996826171875,407.79474969280744,404.03635942053677,407.5786319294247,68710400
2021-07-07,408.21759033203125,408.4994868338858,405.4457944463871,407.4659236755757,63549500
2021-07-08,404.8913879394531,405.65245965927846,401.6967333373441,402.88063542340194,97595200
2021-07-09,409.2134704589844,409.5141485243297,404.69400902551706,406.40408326365025,76238600
2021-07-12,410.67938232421875,410.93309207464426,408.6968447852926,409.1290517324178,52889600
2021-07-13,409.2793273925781,411.3934220558517,409.0162412036738,409.8900601160083,52911300
2021-07-14,409.8900146484375,411.46856028100507,408.6403625583224,410.97995121706526,64130400
2021-07-15,408.4900817871094,409.22296681332864,406.58269968847173,408.54645535264586,55126400
2021-07-16,405.2859802246094,409.7208815498635,404.8913653341161,409.67391314478954,75874700
2021-07-19,399.3008117675781,405.3518228866035,396.4820188366375,400.4471220397971,147987000
2021-07-20,405.02294921875,406.3008168970858,399.1692457026754,399.96790941735486,99608200
2021-07-21,408.3021545410156,408.44311713039826,404.97599944679223,406.2256517266708,64724400
2021-07-22,409.1571960449219,409.40150061648984,407.4941184807939,408.4806845710952,47878500
2021-07-23,413.3665771484375,413.7048185262917,410.4068503952386,411.0927383028575,63766600
2021-07-26,414.3813171386719,414.3907222902915,412.727644885463,412.7746132950754,43719200
2021-07-27,412.4927978515625,413.366616835825,409.6551944295432,413.33843005163095,67397100
2021-07-28,412.3236083984375,413.7048180381999,410.8954303476653,413.12227210530915,52472400
2021-07-29,414.0337219238281,415.1142535469897,413.24446329453843,413.25386844732344,47435300
2021-07-30,412.0229797363281,413.4793446420124,411.32765796830415,411.4592154045569,68951200
2021-08-02,411.1585388183594,414.2967915787936,410.80148711775246,413.74243239731,58783300
2021-08-03,414.5035095214844,414.62566180738776,409.75855272178563,411.9572078453096,58053900
2021-08-04,412.4645690917969,414.47529306625523,412.22966968933605,413.2162357099742,46732200
2021-08-05,415.07659912109375,415.16115945484785,413.3101512402571,413.6296109480748,38969700
2021-08-06,415.76251220703125,416.18534257573646,415.11418760127896,415.39608407182965,46930000
2021-08-09,415.42431640625,416.0538307784521,414.6538394461939,415.7343710161899,41222600
2021-08-10,415.9410705566406,416.6551739287781,415.1894039248862,415.87529184094507,43339300
2021-08-11,416.9745788574219,417.06854434259765,415.88464231271143,417.0121707863402,44034300
2021-08-12,418.2242431640625,418.3652057330731,415.92224641818393,416.82425201895,38909400
2021-08-13,418.9854431152344,419.0042247475867,418.18677928941827,418.6753597988097,39470300
2021-08-16,419.971923828125,420.1034525763225,416.11956808546233,417.6793034807547,73740000
2021-08-17,417.2189025878906,418.08331627311867,414.2215841205355,417.40680489265077,92673900
2021-08-18,412.6524658203125,417.77328419430097,412.4081899435472,416.20414359044753,89351900
2021-08-19,413.2913818359375,414.49409427742756,409.7772960279677,409.9182299315039,92812200
2021-08-20,416.5799865722656,416.9088514737455,413.15046099796143,413.6390701113293,72008700
2021-08-23,420.244384765625,421.15579548269295,416.65511545311097,418.27122429138893,54973000
2021-08-24,420.91156005859375,421.44713760045585,420.3947928212322,420.91156005859375,38744700
2021-08-25,421.7947998046875,422.31156706123744,420.7236446811897,421.0995066942213,40529700
2021-08-26,419.3048400878906,421.74777094308087,419.21087459171173,421.5128715397554,57829600
2021-08-27,423.0538330078125,423.4296663250528,420.05651427346226,420.1128878373361,77235100
2021-08-30,424.91424560546875,425.70350417202803,423.4860388594857,423.73034341850786,48357400
2021-08-31,424.28472900390625,425.15854797049496,423.6834013951797,424.8203065670074,59300200
2021-09-01,424.51019287109375,425.7410634582663,424.2752934663014,425.22429623742056,48721400
2021-09-02,425.8162841796875,426.624324438472,424.6136002700282,425.93843646863075,42501000
2021-09-03,425.7128601074219,426.2296559823971,424.27527695301467,424.6793257059568,47170500
2021-09-07,424.1907043457031,425.45916678038213,423.51419295882374,425.36520128999075,51671500
2021-09-08,423.6739807128906,424.3880841041836,421.74778832170443,423.65519908257835,56181900
2021-09-09,421.86053466796875,425.23368656226256,421.6162301197451,423.47664366355934,57970400
2021-09-10,418.534423828125,424.21897874285884,418.41227153281125,423.7961769601356,89948200
2021-09-13,419.6055603027344,421.8042443220271,417.28475265947947,421.5411580929,83738600
2021-09-14,417.3410949707031,421.259201058738,416.44846574600996,421.05248843166396,78197100
2021-09-15,420.8269958496094,421.32498145214555,416.6551800315069,417.7638983655694,78792200
2021-09-16,420.1598815917969,421.2779763825917,417.2001261406688,420.30081550036397,77786700
2021-09-17,416.06707763671875,419.8092317575897,415.70888206973706,419.38507550677497,118425000
2021-09-20,409.1295166015625,411.50487801227933,404.2467861081484,409.9213037384681,166445500
2021-09-21,408.74298095703125,412.7773407564991,408.21512294709,411.4765375298209,92526100
2021-09-22,412.730224609375,414.7756961285755,408.85612048010717,411.0241068459511,102350100
2021-09-23,417.74493408203125,419.3568141940667,414.37041068440186,414.60606264353015,76396000
2021-09-24,418.4330139160156,419.1494050182944,415.8879614592612,416.10477159971555,62094800
2021-09-27,417.2359313964844,418.5649830834851,416.5383820618651,417.39615861384715,61371100
2021-09-28,408.827880859375,414.78516941905406,408.0926478816121,414.45525091590594,130436300
2021-09-29,409.5159912109375,411.9573420861644,408.95042074872117,410.2135118135427,82329200
2021-09-30,404.5107421875,411.7028158417851,404.1713884067889,410.9958599619211,140506000
2021-10-01,409.31805419921875,411.0053304314514,402.71039223736494,406.2451719392957,129240100
2021-10-04,404.0393981933594,409.0540495415791,401.89022491627236,408.1491541596147,128570000
2021-10-05,408.24346923828125,410.4962870615469,404.7464021380248,405.54759580480123,90682500
2021-10-06,409.9401550292969,410.14752991038995,403.00257494565346,404.6332681429632,113032200
2021-10-07,413.4843444824219,416.33100970659876,413.05075294528,413.22985073007703,72437500
2021-10-08,412.730224609375,414.64374599907245,412.0986935121197,414.25727336121037,74557400
2021-10-11,409.7421875,414.9925198577681,409.67619805003494,412.07042992014857,65233300
2021-10-12,408.7335510253906,411.07122850437753,407.94176400011384,410.66591409252834,71181200
2021-10-13,410.20404052734375,411.02410468083355,406.77296321895665,409.7610137268703,72974000
2021-10-14,417.1039733886719,417.25479409651945,413.4089379616776,413.8802418864106,70236800
2021-10-15,420.280517578125,420.6481484124566,418.602676915053,419.22480148892544,66260200
2021-10-18,421.5248107910156,421.86413581254226,417.8297753264415,418.48961233422193,62213200
2021-10-19,424.7768249511719,424.842785639923,422.5428201325496,423.15553826181207,46996800
2021-10-20,426.4451904296875,426.7468318240217,425.1255452871089,425.23865361845753,49571600
2021-10-21,427.5574951171875,427.7837117980896,425.40835035029045,425.8419419107225,41305400
2021-10-22,427.1144714355469,428.5755308868153,425.1632662499917,427.1239067193573,58845100
2021-10-25,429.4049072265625,429.7348256601838,426.4262923405436,428.20780585633406,45214500
2021-10-26,429.7914123535156,432.1762087588682,429.4143750148794,430.96026549922436,56075100
2021-10-27,427.88739013671875,430.92258842537706,427.8119654031517,430.25334493703315,72438000
2021-10-28,432.0160217285156,432.0914176968122,429.31074189544364,429.3201484126634,51437900
2021-10-29,432.8926086425781,433.18481474342184,429.41438374816806,429.7065898490118,70162400
2021-11-01,433.63726806640625,434.2593926199993,431.9028732955281,433.88232651519985,48433600
2021-11-02,435.3905334472656,435.70161012769955,433.6749803616617,433.80695926029597,48908400
2021-11-03,438.04864501953125,438.453959420675,434.38188731300227,434.82491407609774,52509800
2021-11-04,440.11297607421875,440.19780731748654,438.30315658619134,438.6519168416605,52847100
2021-11-05,441.64007568359375,443.6383998174654,440.1224907810986,442.34703160450744,66390600
2021-11-08,442.0170593261719,443.24246669971006,441.3289740571507,442.7428857270056,50405200
2021-11-09,440.5560302734375,442.6203436197412,439.1421185987696,442.38469167396323,51149100
2021-11-10,437.0118713378906,440.5560862579335,435.52256350840406,438.85937477305515,69429700
2021-11-11,437.15313720703125,438.5859192378718,437.1342954099264,438.5104945172473,34848500
2021-11-12,440.4523620605469,441.00849724307704,437.4737177867428,438.42576092547034,53466700
2021-11-15,440.6031188964844,441.9039221504196,439.47200689409635,441.74369494731434,46980500
2021-11-16,442.3470153808594,443.4875628369249,440.2638600648137,440.33925603652415,48857500
2021-11-17,441.2724304199219,442.26215710599143,440.6503058184097,442.08305932224823,47858300
2021-11-18,442.7712097167969,443.0351387724861,439.57575519666824,442.30931229475857,50625600
2021-11-19,441.9793701171875,443.9117045350223,441.61173927995986,442.65802009464244,57315600
2021-11-22,440.7351379394531,446.36250768150074,440.5277630718727,443.86460275344604,72762000
2021-11-23,441.3195495605469,442.17732611315665,437.79420558269936,440.4052188410492,73206500
2021-11-24,442.497802734375,442.6203463495124,438.49171963144255,439.31178380523045,61858800
2021-11-26,432.62872314453125,437.2757729097936,431.49758222572393,435.80530697500916,112669600
2021-11-29,437.9355773925781,439.78308057442894,435.23029768476994,437.43599642318605,86268800
2021-11-30,429.4143981933594,437.3982872450258,429.1693109652695,435.48479460121024,148559600
2021-12-01,424.64483642578125,438.00160231739363,424.4468968317913,435.14550168253277,131939200
2021-12-02,431.1488342285156,432.7230020293936,424.4657478783706,424.86165584108255,127637800
2021-12-03,427.3971862792969,433.88230294440746,423.1554517256822,432.8171804311378,137331600
2021-12-06,432.4591064453125,434.34432233227955,427.5292565450936,429.951765863713,98977500
2021-12-07,441.4043273925781,441.9698977591198,432.3270107462003,437.7564402392346,95484700
2021-12-08,442.5732421875,443.02570432644137,440.0376246848535,441.80032558687594,72238800
2021-12-09,439.5851745605469,442.67692714355326,439.387234967476,441.28185717622887,61272600
2021-12-10,443.7232360839844,443.874056800748,439.7360230553413,442.2999177081025,77159800
2021-12-13,439.7925720214844,443.55356831350923,439.50977239360935,443.2048079952957,87724700
2021-12-14,436.7667541503906,439.0101654081396,433.8352575809866,436.51226038984663,97264100
2021-12-15,443.59124755859375,443.836306031787,434.29711945911913,436.8233302887185,116899300
2021-12-16,439.6794128417969,445.7309387127813,438.1240869835833,445.4481678837098,116568600
2021-12-17,434.99993896484375,439.60656170872556,433.28782720309647,436.5890765889238,135511600
2021-12-20,430.3743896484375,430.771659603725,426.742062864258,429.90142998069797,107134800
2021-12-21,438.01751708984375,438.15939925298267,431.6325599440209,433.8081634246166,69806300
2021-12-22,442.3970642089844,442.5105699227821,437.5634008705162,437.7620647368325,58890200
2021-12-23,445.1496887207031,446.65369714760357,443.29569472408735,443.3997320049562,56439700
2021-12-27,451.44952392578125,451.49680835120154,446.4834468354877,446.530731260908,56808600
2021-12-28,451.08050537109375,452.9155910142482,450.314313092651,451.88454250211123,47274600
2021-12-29,451.65765380859375,452.6792341682965,450.18202169614966,451.1846940580111,54503000
2021-12-30,450.40899658203125,453.095404283241,449.9455053015741,452.083263571022,55329000
2021-12-31,449.2738952636719,451.07113645073605,448.9995994066956,449.9171424306895,65237400
2022-01-03,451.8751525878906,452.0075951613326,448.22391752702976,450.5414027577386,72668200
2022-01-04,451.7238464355469,454.0224527634519,449.8603838627355,453.30354470475135,71178700
2022-01-05,443.0496826171875,452.130513594056,442.9550849145519,451.3548528464761,104538900
2022-01-06,442.6335144042969,445.35776682155085,440.25924753685416,442.58622998244016,86858900
2022-01-07,440.8835754394531,443.8253998227985,439.5214491762915,442.6430005573575,85111600
2022-01-10,440.3349609375,440.55250393034436,431.9068153934691,437.6769296616079,119362000
2022-01-11,444.3456115722656,444.44020928004124,437.0620210810528,440.0700665321806,74303100
2022-01-12,445.5469665527344,447.6090928817036,443.5794668088616,446.08614756445814,67605400
2022-01-13,439.4079895019531,447.306423196045,438.3769406985268,446.65373642376653,91173100
2022-01-14,439.5877380371094,439.93772365473285,435.0283988405824,436.24864315290205,95890900
2022-01-18,431.8027648925781,435.08510657220825,430.6865868583265,434.8770031364011,109709100
2022-01-19,427.3190612792969,434.7539734256139,427.04473658825316,433.3540312792543,109357600
2022-01-20,422.5895080566406,433.93107285742065,420.46118932552156,429.21094410901105,122379700
2022-01-21,414.2937927246094,423.8286476560766,414.265416297055,421.46384913598195,202271200
2022-01-24,416.0531311035156,416.5639355956219,398.0050040098035,408.6655038635692,251783900
2022-01-25,410.9736633300781,415.93974091062637,404.0495253753635,409.6399133158129,167997300
2022-01-26,409.94256591796875,420.02607047448777,405.6669916326692,416.88561104852806,186391100
2022-01-27,407.918212890625,417.70848301575546,406.2250381977337,414.55858457806625,149878300
2022-01-28,418.049072265625,418.0963566867088,404.6832271039297,409.2803813325248,164457400
2022-01-31,425.5785827636719,425.9285683081596,416.02479145329517,417.3774492101084,152251400
2022-02-01,428.4542236328125,429.0974419265007,422.7692385378579,426.3069680203135,123155400
2022-02-02,432.61627197265625,433.3446195666415,428.54880096336996,430.8663151934965,117361000
2022-02-03,422.4476318359375,428.4731341093042,421.60574966980835,426.5623872138765,118024400
2022-02-04,424.4341125488281,428.29345160142367,419.8274601036571,422.21119583856563,118454400
2022-02-07,423.0718994140625,426.60016012871563,421.738149661157,425.2002179600923,84472900
2022-02-08,426.55291748046875,427.4799289301471,421.1422570922283,422.5706046938253,81012000
2022-02-09,432.7960205078125,433.11762967701776,430.4028453031969,430.6014803174058,92589900
2022-02-10,425.0205383300781,432.95678758172915,423.0151936953488,426.93128524545455,140103700
2022-02-11,416.6396789550781,427.1866752033313,415.20189176224045,425.10566970321133,153214600
2022-02-14,415.27752685546875,417.7180150863629,411.7965503726483,416.1288774138365,123006300
2022-02-15,421.974609375,422.14486792244224,419.212512292105,419.7327852321781,88482700
2022-02-16,422.4476318359375,423.82866614912444,418.03964373808554,419.92201420472077,84863600
2022-02-17,413.4234619140625,422.41916314982734,412.81808860964685,419.2503279132807,102259100
2022-02-18,410.74664306640625,414.937059606831,408.4669735618949,413.6789704811315,132642900
2022-02-22,406.33856201171875,411.94785655168494,402.8291806124182,408.5331017233057,124391800
2022-02-23,399.1306457519531,409.82899033879875,398.563088419039,409.2614330058846,132578000
2022-02-24,405.1372985839844,405.57244232576124,388.43238610030824,388.7918112514867,213942900
2022-02-25,414.0762023925781,414.1613316714428,404.72104600826754,406.376404898472,121804500
2022-02-28,413.0167541503906,414.5018543995483,407.40745955382687,408.6655195382482,145615000
2022-03-01,406.7264099121094,413.5275723046222,404.01159714649674,411.51275948322075,137785900
2022-03-02,414.2086486816406,415.9396684351106,408.2304313077541,408.9871552603508,117726500
2022-03-03,412.14654541015625,417.254504541962,410.33983584072405,416.6491311196768,105501700
2022-03-04,408.79803466796875,409.93312072448435,404.7400320130342,408.4007357845267,113978200
2022-03-07,396.7469177246094,408.92089427144623,396.6806964467157,408.2114548095824,137896600
2022-03-08,393.739013671875,404.1062838829853,392.6701199589549,396.9267579445968,164772700
2022-03-09,404.2953186035156,406.2817546471637,399.95355304838955,402.1480924655086,116990800
2022-03-10,402.4697570800781,403.3683631013067,397.7023156906367,399.6698151473772,93972700
2022-03-11,397.3523254394531,405.5818059910525,396.8415209370115,404.9669642223323,95636300
2022-03-14,394.4483947753906,401.5900747886048,393.30384036976113,398.12803514404516,95729200
2022-03-15,403.1224670410156,403.7562168476836,395.7915919884994,397.0685600329453,106219100
2022-03-16,412.0614013671875,412.118154221395,401.82654660662627,406.64130172019,144954800
2022-03-17,417.2166748046875,417.2166748046875,409.7628253475534,410.1411873324134,102676900
2022-03-18,421.78631591796875,422.10892413881095,414.8596646232218,415.59977264911765,106345500
2022-03-21,421.6630554199219,423.6271696352851,418.14277109962075,421.61559514188474,88349800
2022-03-22,426.5971374511719,427.5364977650779,423.05788608350326,423.05788608350326,74650400
2022-03-23,421.1031799316406,425.55332638564335,421.0177861842086,424.0541434470879,79426100
2022-03-24,427.4510192871094,427.4605171330371,422.01408163043,423.1337270897033,64736900
2022-03-25,429.53851318359375,429.8136901005225,425.4963689988191,428.08676165984116,77101300
2022-03-28,432.5938720703125,432.5938720703125,427.04304675034354,428.94076282849704,68529800
2022-03-29,437.9454040527344,438.43882875157925,433.7988991715261,436.49365245199573,86581500
2022-03-30,435.2412109375,437.6133561269199,433.1252470040713,436.79732312419725,79666900
2022-03-31,428.5422668457031,435.29813157975457,428.086804553789,434.47262970310084,121699900
2022-04-01,429.75677490234375,430.2691373695996,426.1700928473133,430.1268144620285,89048800
2022-04-04,433.4383544921875,433.5427439373771,429.13055970631194,429.9560615935425,59601000
2022-04-05,427.9634094238281,434.4156320427128,426.81529938704466,431.93912663814103,74214500
2022-04-06,423.6840515136719,425.97080270252854,420.7900462798935,424.0351532872962,106898000
2022-04-07,425.8189697265625,427.6407897227167,420.846963358929,422.8016084098771,78097200
2022-04-08,424.6803894042969,427.58389261830564,423.13374620427055,425.05992681953586,79272700
2022-04-11,417.4216003417969,422.2417859664236,416.91870678869503,421.39728849520446,89770500
2022-04-12,415.8749084472656,422.9533797856786,414.3187676991901,420.4199166262094,84363600
2022-04-13,420.6382141113281,421.39728888608715,415.4479599836638,415.6282453101172,74070400
2022-04-14,415.40057373046875,421.9856509126384,415.2961842874288,420.865976406667,97869500
2022-04-18,415.5713195800781,417.26028558117775,413.33199974941584,414.4706408777996,66002500
2022-04-19,422.2796936035156,423.0008058582532,415.2960849695427,415.46687242801926,77821000
2022-04-20,421.96661376953125,424.6803625829539,420.79953701530115,424.0636107025364,65224400
2022-04-21,415.6567687988281,426.9956344536789,414.74587314865204,425.6008119158231,85417300
2022-04-22,404.25152587890625,415.67575691703195,403.68220520944317,414.5656091205884,132471800
2022-04-25,406.5950927734375,406.7658802394009,397.41962448292884,402.00262418418777,119647700
2022-04-26,394.8197937011719,404.25144391924186,394.79132912131234,404.05216290337904,103996300
2022-04-27,395.92999267578125,401.2910638857322,393.78559314865083,395.9015280922262,122030000
2022-04-28,405.930908203125,407.66733442866166,396.243076858,400.69322286061686,105449100
2022-04-29,390.9295349121094,404.09019204899124,390.17992890957805,401.9267967519265,145491100
2022-05-02,393.2826843261719,394.64904219767647,384.3064665675945,390.9959330128461,158312500
2022-05-03,395.08551025390625,397.50508664209,392.21994047752736,393.78557938889816,100028200
2022-05-04,407.11700439453125,407.68632497643506,392.5520285453258,395.7496753190645,144247900
2022-05-05,392.6469421386719,403.26466589369136,388.5004371483432,402.83766819412307,172929100
2022-05-06,390.30322265625,393.58626302991394,384.98014349725037,390.075506016204,151770800
2022-05-09,377.8068542480469,385.62543597067287,376.22224843041454,384.38243413729964,155586100
2022-05-10,378.6797180175781,385.3122258608909,374.6281049717166,383.80354518634044,132497200
2022-05-11,372.66400146484375,383.3766170241636,371.91439549274446,377.7119332720128,142361000
2022-05-12,372.2749328613281,375.5579733330181,365.4526417334001,369.4568235292296,125090800
2022-05-13,381.1752624511719,382.5605871160499,375.3777246252647,376.42147428654954,104174400
2022-05-16,379.628662109375,383.3102364454551,377.26601453009664,379.5243016098687,78622400
2022-05-17,387.43780517578125,387.67501973680334,381.9913391640526,385.73934081094365,83029700
2022-05-18,371.8194580078125,383.1488241139043,370.57645642450234,382.86417831499597,117674500
2022-05-19,369.5423278808594,373.98300652142757,367.3125051902594,368.74529042148964,98510700
2022-05-20,369.7034912109375,376.7250335567143,361.07837677134614,373.1383520179056,131432200
2022-05-23,376.6207275390625,377.38930019728645,370.415188153358,372.7398728634355,76414900
2022-05-24,373.7456970214844,374.9412384284281,367.1700889774752,372.4836996470706,91448800
2022-05-25,377.04766845703125,379.0213091538963,371.84794556823357,372.2464496803005,91472900
2022-05-26,384.5816955566406,386.2232305852887,378.07254252836816,378.2812924802376,82168300
2022-05-27,394.02276611328125,394.1366244354948,386.84940224535666,387.0486543092304,84768700
2022-05-31,391.8119812011719,395.1614492463279,389.0602984118207,392.4002686094712,95937000
2022-06-01,388.6427917480469,394.95269241980327,386.118825687974,393.9374362442217,86585800
2022-06-02,396.04388427734375,396.0913155981684,386.2231974480646,388.4814842908441,79609600
2022-06-03,389.5441589355469,392.86516182904495,388.5668363851628,391.30902085966204,71874300
2022-06-06,390.73028564453125,395.3037596856171,389.5536819082535,393.56736210124245,57508900
2022-06-07,394.47821044921875,394.9336727076749,386.7639903779014,387.22895048242367,59272400
2022-06-08,390.1893615722656,394.55411386892246,389.3923243809042,392.7607584707246,64350000
2022-06-09,380.9095458984375,390.68277140939495,380.9095458984375,388.40551807213615,86289800
2022-06-10,369.86480712890625,375.53898793791575,369.81737581545275,374.6850215978316,132893900
2022-06-13,355.8217468261719,362.28346743198733,354.2086766578207,360.42371387649325,170004900
2022-06-14,354.7495422363281,358.6114013157457,351.6372890983715,357.5771495518812,104011800
2022-06-15,359.8069152832031,364.26652989061614,353.08898535903893,358.0609913233088,125666800
2022-06-16,347.89874267578125,351.9693511680537,345.4601709271187,351.5613492213625,134473300
2022-06-17,348.64874267578125,352.0031690489885,345.13235902285084,348.3152310787503,111113900
2022-06-21,357.4255065917969,358.81681534819097,354.3188581815829,354.3951110098947,76811900
2022-06-22,356.77752685546875,360.9038171947583,352.7655576024374,353.18486094043567,90059400
2022-06-23,360.27484130859375,361.00860756659887,355.3480709955404,358.9216589541497,79292100
2022-06-24,371.7294006347656,371.738939509623,363.42915449401596,363.4577420366525,98050300
2022-06-27,370.3094482421875,372.9491278864309,369.2135538308483,372.65371362985945,66009600
2022-06-28,362.7430114746094,374.6645107225344,362.62866130813416,371.87235419067196,86548900
2022-06-29,362.4476013183594,364.286801041329,360.6179404700163,363.29574686594935,65676000
2022-06-30,359.5029602050781,362.75254644984545,355.0335903944629,358.5404645110338,112508300
2022-07-01,363.3052062988281,363.74358732379653,356.21520605993095,358.8453758820179,74839700
